Brand,Chipset Manufacturer:,Model,VRAM,Description,Boost Clock,Cuda Cores,Shader Clock,Effective Memory Clock,Stream Processors,Direct X,HDMI,Model Number,D-Sub,Display Port,OpenGl,Dvi:,PixelPipelines,Slot Width,Max Resolution:,Cooler,Low Profile,release_date,code_name,manufacturer_tech,bus_interface,vram,core_frequency,vram_frequency,shader_frequency,core_config,purpose,open_gl,thermal_design_power,m_operations_s,g_pixels_s,m_texals_s,m_vertices_,v_ram_bandwidth,v_ram_bus_type,v_ram_bus_width,directx,
GIGABYTE,NVIDIA,GTX 970,4096,GIGABYTE GV-N970G1 GAMING-4GD GeForce GTX 970 4GB 256-Bit GDDR5 PCI Express 3.0 SLI Support Video Card,1329 MHz,1664,,,,,,GV-N970G1 GAMING-4GD,,,,,,,,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
ZOTAC,NVIDIA,GTX 970,4096,ZOTAC AMP! ZT-90103-10P GeForce GTX 970 4GB 256-Bit DDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card (AMP! Extreme Edition),1355 MHz,1664,,,,,,ZT-90103-10P,,,,,,,,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
EVGA,NVIDIA,GTX 970,4096,EVGA 04G-P4-2978-KR GeForce GTX 970 4GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support FTW ACX 2.0 Video Card,1367 MHz,1664,,,,,,04G-P4-2978-KR,,,,,,,,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
EVGA,NVIDIA,GTX 970,4096,EVGA  04G-P4-3978-KR  GeForce GTX 970  4GB  256-Bit  GDDR5  PCI Express 3.0  SLI Support FTW+ ACX 2.0 Video Card,1367 MHz,1664,,,,,,04G-P4-3978-KR,,,,,,,,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
EVGA,NVIDIA,GTX 970,4096,EVGA  04G-P4-2976-KR  GeForce GTX 970  4GB  256-Bit  GDDR5  PCI Express 3.0  SLI Support Video Card,,1664,,5000MHz,,,,04G-P4-2976-KR,,,,,,,,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
Sapphire Tech,AMD,GTX 970,4096,ASUS STRIX-GTX970-DC2OC-4GD5 GeForce GTX 970 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support G-SYNC Support Video Card,,,,,,,,STRIX-GTX970-DC2OC-4GD5,,,,,,Dual Slot,4096; 2160,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
XFX,AMD,GTX 970,4096,EVGA 04G-P4-1970-KR GeForce GTX 970 4GB 256-Bit GDDR5 PCI Express 3.0 G-SYNC Support Video Card,,,,,,,,04G-P4-1970-KR,,,,,,Single Slot,4096; 2160,,Yes,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
ZOTAC,NVIDIA,GTX 970,4096,New ZOTAC NVIDIA GeForce GTX 970 4GB GDDR5 2DVI/HDMI/DisplayPort PCI-Express Video Card(SaveMart),,,,,,DirectX 12,,ZT-90101-10P,,,,,,,2560 x 1600,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
EVGA,NVIDIA,GTX 970,4096,EVGA 04G-P4-2972-KR GeForce GTX 970 4GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support ACX 2.0 Video Card,,,,,,DirectX 12,,04G-P4-2972-KR,,,,,,Dual Slot,Analog: 2048 x 1536 Digital: 4096 x 2160,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
PNY Technologies Inc.,NVIDIA,GTX 970,4096,PNY VCGGTX9704XPB GeForce GTX 970 4GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card (G-SYNC Support),,,,,,DirectX 12,,VCGGTX9704XPB,,,,,,Dual Slot,4096 x 2160,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
PNY Technologies Inc.,NVIDIA,GTX 970,4096,New PNY NVIDIA GeForce GTX 970 4GB GDDR5 DVI/Mini HDMI/3Mini DisplayPort PCI-Express Video Card(SaveMart),,,,,,DirectX 12,,VCGGTX9704XPB,,,,,,Dual Slot,4096 x 2160,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
ASUS,NVIDIA,GTX 970,4096,ASUS STRIX-GTX970-DC2OC-4GD5 GeForce GTX 970 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support G-SYNC Support Video Card,,,,,,,,STRIX-GTX970-DC2OC-4GD5,,,,,,Dual Slot,4096; 2160,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
EVGA,NVIDIA,GTX 970,4096,EVGA 04G-P4-1970-KR GeForce GTX 970 4GB 256-Bit GDDR5 PCI Express 3.0 G-SYNC Support Video Card,,,,,,,,04G-P4-1970-KR,,,,,,Dual Slot,4096; 2160,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
MSI,,GTX 970,4096,MSI  GTX 970 GAMING 4G LE  GeForce GTX 970  4GB  256-Bit  GDDR5  HDCP Ready SLI Support ATX  Video Card,1216 MHz,,1216,7010 MHz,1664 Stream Processors,,,GTX 970 GAMING 4G LE,,,,,,,,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
ASUS,NVIDIA,GTX 980,4096,ASUS MATRIX-GTX980-P-4GD5 GeForce GTX 980 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,1342 MHz,,,,2048 Stream Processors,,,MATRIX-GTX980-P-4GD5,,,,,,,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
PNY Technologies Inc.,NVIDIA,GTX 980,4096,PNY VCGGTX9804XPB-CG GeForce GTX 980 4GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card (G-SYNC Support),1216 MHz,2048,,,,,,VCGGTX9804XPB-CG,,,,,,,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
EVGA,NVIDIA,GTX 980,4096,EVGA 04G-P4-2980-KR GeForce GTX 980 4GB 256-Bit GDDR5 PCI Express 3.0 G-SYNC Support Video Card,1216 MHz,2048,,,,,,04G-P4-2980-KR,,,,,,,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
ZOTAC,NVIDIA,GTX 980,4096,New ZOTAC NVIDIA Video Card GeForce GTX 980 AMP! 4 GB GDDR5 DVI/HDMI/3DisplayPort PCI-Express 4GB(SaveMart),1266 MHz,2048,,,,,,JCHRH02,,,,,,,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
GIGABYTE,NVIDIA,GTX 980,4096,GIGABYTE GV-N980WF3OC-4GD GeForce GTX 980 4GB 256-Bit DDR5 PCI Express 3.0 WINDFORCE 3X GAMING Graphics Card,1279 MHz,2048,,,,,,GV-N980WF3OC-4GD,,,,,,,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
ZOTAC,NVIDIA,GTX 980,4096,ZOTAC ZT-90202-10P GeForce GTX 980 AMP! Omega G-SYNC Support 4GB 256-Bit DDR5 HDCP Ready Video Card,1304 MHz,2048,,,,,,ZT-90202-10P,,,,,,,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
ZOTAC,NVIDIA,GTX 980,4096,New ZOTAC Video Card NVIDIA GeForce GTX 980 AMP! Omega Edition 4 GB GDDR5 DVI/HDMI/3DisplayPort PCI-Express 4GB(SaveMart),1304 MHz,2048,,,,,,JPIZ4H03,,,,,,,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
MSI,NVIDIA,GTX 980,4096,MSI GTX 980 GAMING 4G GeForce GTX 980 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support G-SYNC Support Video Card,1317MHz (OC Mode) 1291MHz (Gaming Mode) 1241MHz (Silent Mode),2048,,,,,,GTX 980 GAMING 4G,,,,,,,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
PNY Technologies Inc.,NVIDIA,GTX 980,4096,PNY  VCGGTX9804XPB-XP-OC  GeForce GTX 980  4GB  256-Bit  GDDR4  PCI Express 3.0 x16  SLI Support XLR8 PRO OC Video Card,1329 MHz,2048,,,,,,VCGGTX9804XPB-XP-OC,,,,,,,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
GIGABYTE,NVIDIA,GTX 980,4096,GIGABYTE GV-N980X3WA-4GD GeForce GTX 980 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready ATX 3-WAY SLI GAMING Graphics Card,1329 MHz,2048,,,,,,GV-N980X3WA-4GD,,,,,,,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
EVGA,NVIDIA,GTX 980,4096,EVGA 04G-P4-2982-KR GeForce GTX 980 4GB 256-Bit GDDR5 PCI Express 3.0 Superclocked G-SYNC Support Video Card,1342 MHz,2048,,,,,,04G-P4-2982-KR,,,,,,,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
EVGA,NVIDIA,GTX 980,4096,EVGA  04G-P4-1982-KR  GeForce GTX 980  4GB  256-Bit  GDDR5  PCI Express 3.0  SLI Support Graphics Card,1342 MHz,2048,,,,,,04G-P4-1982-KR,,,,,,,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
EVGA,NVIDIA,GTX 980,4096,EVGA 04G-P4-2983-KR GeForce GTX 980 4GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card,1367 MHz,2048,,,,,,04G-P4-2983-KR,,,,,,,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
EVGA,NVIDIA,GTX 980,4096,EVGA 04G-P4-2986-KR GeForce GTX 980 4GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card,1380 MHz,2048,,,,,,04G-P4-2986-KR,,,,,,,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
ZOTAC,NVIDIA,GTX 980,4096,New ZOTAC Video Card  NVIDIA GeForce GTX 980 AMP! Extreme Edition 4GB GDDR5 DVI/HDMI/3DisplayPorts PCI-Express(SaveMart),1393 MHz,2048,,,,,,JMIBS03,,,,,,,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
EVGA,NVIDIA,GTX 980,4096,EVGA  04G-P4-5988-KR  GeForce GTX 980  4GB  256-Bit  GDDR5  PCI Express 3.0 x16  SLI Support K|NGP|N ACX 2.0+ G-SYNC Support Video Card,1418MHz,2048,,,,,,04G-P4-5988-KR,,,,,,,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
GIGABYTE,NVIDIA,GTX 980,4096,GIGABYTE GV-N980G1 GAMING-4GD GTX 980 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support G-SYNC Support Video Card,,,,,,DirectX 12,,GV-N980G1 GAMING-4GD,,,,,,Dual Slot,4096 x 2160,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
EVGA,NVIDIA,GTX 980,4096,EVGA 04G-P4-2981-KR GeForce GTX 980 4GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card,,,,,,DirectX 12,,04G-P4-2981-KR,,,,,,Dual Slot,4096 x 2160,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
EVGA,NVIDIA,GTX 980,4096,EVGA  04G-P4-1989-KR  GeForce GTX 980 Hybrid  4GB  256-Bit  GDDR5  PCI Express 3.0  SLI Support Video Card,,,,,,DirectX 12,,04G-P4-1989-KR,,,,,,Dual Slot,4096 x 2160,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
ZOTAC,NVIDIA,GTX 980,4096,ZOTAC GeForce GTX 980 AMP! ZT-90204-10P G-SYNC Support 4GB 256-Bit DDR5 HDCP Ready Video Card,,,,,,DirectX 12,,ZT-90204-10P,,,,,,Dual Slot,4096 x 2160,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
EVGA,NVIDIA,GTX 980,4096,EVGA 04G-P4-3988-KR GeForce GTX 980 4GB 256-Bit GDDR5 PCI Express 3.0 Classified ACX 2.0 Video Card,Max Resolution:,4096 x 2160,4096; 2160,,,,,04G-P4-3988-KR,,,,,,Dual Slot,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
ASUS,NVIDIA,GTX 980,4096,ASUS STRIX-GTX980-DC2OC-4GD5 GeForce GTX 980 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,,,,,,,,STRIX-GTX980-DC2OC-4GD5,,,,,,,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
MSI,,GTX 980,4096,MSI GTX 980 GAMING 4G LE GeForce GTX 980 4GB 256-Bit GDDR5 HDCP Ready SLI Support ATX Video Card,1253 MHz,,1253,7010 MHz,2048 Stream Processors,,,GTX 980 GAMING 4G LE,,,,,,,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
MSI,,GTX 980,4096,MSI G-SYNC Support GeForce GTX 980 4GD5 OCV1 Video Card,1252 MHz,,1252,7010 MHz,2048 Stream Processors,,,GTX 980 4GD5 OCV1,,,,,,,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
PNY Technologies Inc.,,GTX 980,4096,New PNY Video Card  NVIDIA GeForce GTX 980 4 GB GDDR5 DVI/HDMI/3DisplayPort PCI-Express 4GB(SaveMart),1216 MHz,2048,1216,7010 MHz,,,,JCHSH02,,,,,,,,,,9/1/14,GM204-400,28,PCIe 3.0 x16,4096,1126,1753,,,desktop,4.5,165,,72.1,144,,224,GDDR5,256,12,
ASUS,NVIDIA,GTX Titan X,2048,ASUS GTXTITANX-12GD5 GeForce GTX TITAN X 12GB 384-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,1000MHz,3072,,,,,,GTXTITANX-12GD5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVGA,NVIDIA,GTX Titan X,2048,EVGA 12G-P4-2992-KR GeForce GTX TITAN X 12GB 384-Bit PCI Express 3.0 SLI Support Superclocked Video Card,,,,,,DirectX 12,,12G-P4-2992-KR,,,,,,Dual Slot,4096 x 2160,,,,,,,,,,,,,,,,,,,,,,,
EVGA,NVIDIA,GTX Titan X,2048,EVGA  12G-P4-2990-KR  GeForce GTX TITAN X  12GB  384-Bit  GDDR5  PCI Express 3.0  HDCP Ready SLI Support G-SYNC Ready Graphics Card,,,,,,DirectX 12,,12G-P4-2990-KR,,,,,,Dual Slot,4096 x 2160,,,,,,,,,,,,,,,,,,,,,,,
PowerColor,AMD,R7 240,2048,New PowerColor Video Card AMD Radeon R7 240 2GB DDR3 VGA/DVI/HDMI Low Profile pci-e (SaveMart),,,,800MHz x2,,DirectX 11.2,,Y4081404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Tech,AMD,R7 240,1024,New Sapphire  Video Card AMD Radeon R7 240 1 GB GDDR5 VGA/DVI/HDMI PCI-Express 1GB w/ Boost(SaveMart),780 MHz,,,,320 Stream Processors,,,JDOXH01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,R7 240,2048,New XFX Video Graphics Card AMD Radeon R7 240 2 GB DDR3 VGA/DVI/HDMI Low Profile PCI-Expresss 2GB(SaveMart),780 MHz,,,,320 Stream Processors,,,JMITW05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,R7 240,4096,New XFX R7 240 780MHz 4GB DDR3 Low Profile HDMI DVI VGA Video Graphics Card(SaveMart),780 MHz,,,,320 Stream Processors,,,JTIFS01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,R7 240,2048,NEW XFX  Video Card AMD Radeon R7 240 VGA/DVI/HDMI Low Profile PCI-E 2GB DDR3 (SaveMart),780MHz,,,,320 Stream Processors,,,Y4081902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,R7 240,2048,Hot  New XFX Video Card AMD Radeon R7 240 2GB DDR3 VGA/DVI/HDMI PCI-Express,780MHz,,,,320 Stream Processors,,,0082Ae70633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Tech,AMD,R7 240,4096,SAPPHIRE 100369-4GL Radeon R7 240 4GB 128-Bit DDR3 CrossFireX Support Video Card,,,,1250MHz (5.0Gbps),320 Stream Processors,,,100369-4GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIGABYTE,AMD,R7 240,2048,GIGABYTE GV-R724OC-2GI REV2.0 Radeon R7 240 2GB 128-Bit DDR3 PCI Express 3.0 HDCP Ready Video Card,,,,6.4 GHz,320 Stream Processors,,,GV-R724OC-2GI REV2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hightech Information System Ltd.,AMD,R7 240,4096,HIS  H240F4G  Radeon R7 240  4GB  128-Bit  DDR3  PCI Express 3.0  CrossFireX Support Video Card,780 MHz,,,5.6Gbps,,,,H240F4G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hightech Information System Ltd.,AMD,R7 240,1024,HIS iCooler Boost H240FC1G Radeon R7 240 1GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support Video Card,780MHz,,,6Gbps,,,,H240FC1G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hightech Information System Ltd.,AMD,R7 240,2048,HIS iCooler Boost H240F2G Radeon R7 240 2GB 128-Bit DDR3 PCI Express 3.0 x16 CrossFireX Support Video Card,780MHz,,,4.6Gbps,,,,H240F2G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerColor,AMD,R7 240,2048,New PowerColor Video Card AMD Radeon R7 240 2GB DDR3 V2 OC VGA-DVI-HDMI pci-e (SaveMart),800MHz,,,5000MHz,,,,Y4081502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerColor,,R7 240,2048,New Sapphire AMD Radeon R7 240 2GB DDR3 2HDMI Low Profile PCI-Express Video Card(SaveMart),,,,,640 Stream Processors,DirectX 11.2,,11216-07-20G,,,,,,,4096; 2160,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,R7 240,2048,XFX R7-240A-CLF2 Radeon R7 240 2GB 128-Bit DDR3 PCI Express 3.0 Low Profile Ready Video Card,,,,6.4 GHz,896 Stream Processors,,,R7-240A-CLF2,,,,,,,2560; 1600; 4096; 2160,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,R7 240,4096,New XFX AMD Radeon R7 240 4GB DDR3 VGA/DVI/HDMI Low Profile PCI-Express Video Card(SaveMart),,,,,,DirectX 11.2,,JTIUS01,,,,,,,4096 x 2160,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,R7 240,2048,New XFX AMD Radeon R7 240 2GB DDR3 PCIE3.0x8 Video Card HDMI/DVI/VGA(SaveMart),,,,,,DirectX 11.2,,JTIYS08,,,,,,,4096 x 2160,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,R7 240,2048,Hot  NEW XFX Video Card AMD Radeon R7 240 VGA/DVI/HDMI Low Profile PCI-Express 2GB DDR3,,,,,,DirectX 11.2,,N82S1601753039,,,,,,,4096 x 2160,,,,,,,,,,,,,,,,,,,,,,,
PowerColor,AMD,R7 240,2048,New PowerColor AXR7 240 2GBK3-HV2E/OC AMD Radeon R7 240 2GB 128-Bit DDR3 PCI Express 3.0 HDCP Ready CrossFireX Support Video Card(SaveMart),,,,,,DirectX 11.2,,JTIYS10,,,,,,,4096 x 2160,,,,,,,,,,,,,,,,,,,,,,,
ASUS,AMD,R7 240,2048,ASUS R7240-2GD3-L Radeon R7 240 2GB 128-Bit DDR3 PCI Express 3.0 HDCP Ready Low Profile Video Card,,,,,,DirectX 11.2,,R7240-2GD3-L,,,,,,Single Slot,1920 x 1200,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,R7 240,4096,XFX Core Edition R7-240A-ELF4 Radeon R7 240 4GB 128-Bit DDR3 PCI Express 3.0 CrossFireX Support Low Profile Ready Video Card,780MHz,,,,,,,R7-240A-ELF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Tech,AMD,R7 240,2048,New Sapphire AMD Radeon R7 240 2GB DDR3 2HDMI Low Profile PCI-Express Video Card(SaveMart),780 MHz,,,,,,,11216-07-20G,,,,,,,4096; 2160,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,R7 240,2048,XFX R7-240A-CLF2 Radeon R7 240 2GB 128-Bit DDR3 PCI Express 3.0 Low Profile Ready Video Card,,,,,,,,R7-240A-CLF2,,,,,,Single Slot,2048; 1536; 4096; 2160,,No,,,,,,,,,,,,,,,,,,,,,
XFX,,R7 240,2048,New XFX R7-240A-CLJV Radeon R7 240 Video Card - 2GB DDR3 PCI-Express 3.0 AMD HD3D Technology,,,1600,1600MHz,,,1 x HDMI,N82S1601753058,,,,,,,4096 x 2160,With Fan,,,,,,,,,,,,,,,,,,,,,,
VisionTek,AMD,R7 240,2048,VisionTek 900701 Radeon R7 240 2GB 128-Bit DDR3 PCI Express 3.0 SFF Video Card,,,1,,,,1 x HDMI,N82E16814129298,,,,1 x DVI-D,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI,,R7 240,2048,MSI R7 240 2GD3 LP Radeon R7 240 2GB PCI Express 3.0 x16 Video Card,,,,,,DirectX 11.2,N82E16814127765,R7 240 2GD3 LP,,,,,,Single Slot,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,AMD,R7 240,2048,VisionTek 900684 Radeon R7 240 2GB 128-Bit DDR3 PCI Express 3.0 Low Profile Video Card,,,1,,,,1 x HDMI,900684,1 x D-SUB,,,1 x DVI-D,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Tech,AMD,R7 240,2048,Sapphire AMD Radeon R7 240 2GB DDR3 VGA/DVI/HDMI PCI-Express Video Card w/ Boost,,,1,,,,1 x HDMI,11216-00-20G,1 x D-SUB,,,1 x DVI-D,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Tech,AMD,R7 240,4096,SAPPHIRE 11216-02-20G Radeon R7 240 4GB PCI Express 3.0 Video Card,,,1,,,,1 x HDMI,11216-02-20G,1 x D-SUB,,,1 x DVI,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Tech,AMD,R7 240,2048,SAPPHIRE 100369LP Radeon R7 240 2GB DDR3 Low Profile w/ Boost Video Card,,,2,,,,2 x HDMI,100369LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Tech,,R7 240,2048,Sapphire Radeon R7 240 Graphic Card - 730 MHz Core - 2 GB DDR3 SDRAM - PCI Express 3.0 - Low-profile,,,9,,,,,9SIA6KX28N7367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon 7000,64,VisionTek VTK Rad7K 64P Radeon 7000 64MB 64-Bit DDR PCI Video Card,,,,,,DirectX 7,,VTK Rad7K 64P,1 x D-SUB,,OpenGL,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 2600PRO,512,VisionTek 900181 Radeon HD 2600PRO 512MB 128-Bit GDDR2 PCI Express x16 HDCP Ready CrossFireX Support Video Card,,,,4.5 GHz,120 Stream Processors,,,900181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 2600XT,,Visiontek Radeon HD 2600XT Graphics Card,,,,,,DirectX 10,,900183,,,OpenGL 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 3450,512,VisionTek 900302 Radeon HD 3450 512MB 64-Bit DDR2 PCI Video Card,,,40,,40 Stream Processors,DirectX 10.1,,900302,,,,1 x DVI,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 3450,512,VisionTek 900321 Radeon HD 3450 512MB DDR2 PCI Video Card,,,40,,40 Stream Processors,DirectX 10.1,,900321,,,OpenGL,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 3450,512,VisionTek 900292 Radeon HD 3450 512MB 64-Bit DDR2 PCI Low Profile Ready Video Card,,,40,,40 Stream Processors,DirectX 10.1,1 x DMS-59,900292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 3450,64,VisionTek VTKRAD7K64P Radeon 7000 64MB DDR PCI Video Card,,,,,,DirectX 7,,VTKRAD7K64P,,,OpenGL,,1,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 3650,512,VisionTek 900232 Radeon HD 3650 512MB 128-Bit GDDR2 PCI Express 2.0 x16 HDCP Ready CrossFireX Support Video Card,,,120,,120 Stream Processors,DirectX 10.1,,900232,,,OpenGL 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
