manufacturer,description,wattag,Class,modular,plus_80,rail_12v,pcie_6+2_pin,pcie_6_pin,pcie_8_pin,main_connector,fans_120mm,fans_135mm,fans_80mm,fans_140mm,featurelist_contents
Silverstone,SILVERSTONE ST45SF 450W SFX12V 80 PLUS BRONZE Certified Active PFC Power Supply,450,,,80 PLUS BRONZE Certified...,1,1,2,,24,,,1,,Fans: 1 x 80mm silent fan; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6-Pin 1 x 6+2-Pin; Model #: ST45SF; Item #: N82E16817256063; Return Policy: Standard Return Policy
Silverstone,SILVERSTONE SFX ST30SF 300W SFX 80 PLUS BRONZE Certified Active PFC Power Supply,300,,,80 PLUS BRONZE Certified...,1,,1,,24,,,,,Fans: 1; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: 1 x 6-Pin; Model #: ST30SF; Item #: N82E16817256097; Return Policy: Standard Return Policy
Silverstone,SILVERSTONE SFX Series SX600-G 600W +12V 80 PLUS GOLD Fully Modular Active PFC Power Supply,600,,,80 PLUS GOLD Certified,1,2,,,20+4,,,1,,Fans: Single 80mm silent fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; Model #: SX600-G; Item #: N82E16817256109; Return Policy: Standard Return Policy
Silverstone,SILVERSTONE ST1500 1500W ATX 12V 2.3 & EPS 12V SLI Ready 80 PLUS SILVER Certified Full Modular Active PFC Power Supply,1500,,Full Modular,,8,,,4,20+4,,,,,Fans: 135mm Silent fan; Main Connector: 20+4Pin; +12V Rails: 8; PCI-Express Connector: 4 x 8pin 4 x 6pin; Model #: ST1500; Item #: N82E16817256054; Return Policy: Standard Return Policy
Silverstone,SILVERSTONE ST70F-ESG 700W ATX12V / EPS12V SLI Ready CrossFire Ready 80 PLUS GOLD Certified Active PFC Power Supply,700,,,,,4,,,24,1,,,,Fans: Single 120mm HYB fan; Main Connector: 24Pin; PCI-Express Connector: 4x 8/6-Pin PCIE connector; SATA Power Connector: 9; Model #: ST70F-ESG; Item #: N82E16817256105; Return Policy: Standard Return Policy
Silverstone,SILVERSTONE ST45SF-G 450W SFX12V SLI Ready CrossFire Ready 80 PLUS GOLD Certified Full Modular Active PFC Power Supply,450,,Full Modular,,1,1,1,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 1 x 6-Pin 1 x 6+2-Pin; Model #: ST45SF-G; Item #: N82E16817256084; Return Policy: Standard Return Policy
Silverstone,SILVERSTONE Strider Gold S Series ST85F-GS 850W ATX 80 PLUS GOLD Certified Full Modular Active PFC Power Supply,850,Strider Gold S Series,Full Modular,,1,4,,,24,1,,,,Fans: Single 120mm silent fan; Main Connector: 24 / 20-Pin; +12V Rails: Single; PCI-Express Connector: 4 x 8 / 6-Pin; Model #: ST85F-GS; Item #: N82E16817256100; Return Policy: Standard Return Policy
Silverstone,SILVERSTONE Strider Gold S Series ST85F-GS 850W ATX 80 PLUS GOLD Certified Full Modular Active PFC Power Supply,850,Strider Gold S Series,Full Modular,,1,4,,,24,1,,,,Fans: Single 120mm silent fan; Main Connector: 24 / 20-Pin; +12V Rails: Single; PCI-Express Connector: 4 x 8 / 6-Pin; Model #: ST85F-GS; Item #: N82E16817256100; Return Policy: Standard Return Policy
Silverstone,SILVERSTONE ST50F-ESB 500W ATX12V 80 PLUS BRONZE Certified Active PFC Power Supply,500,,,80 PLUS BRONZE Certified...,1,,,,,1,,,,Fans: Single 120mm silent fan; +12V Rails: Single; Efficiency: 82%~85% at 20%~100% loading; Over Voltage Protection: Yes; Model #: ST50F-ESB; Item #: N82E16817256112; Return Policy: Standard Return Policy
Silverstone,SILVERSTONE ST50F-ESB 500W ATX12V 80 PLUS BRONZE Certified Active PFC Power Supply,500,,,80 PLUS BRONZE Certified...,1,,,,,1,,,,Fans: Single 120mm silent fan; +12V Rails: Single; Efficiency: 82%~85% at 20%~100% loading; Over Voltage Protection: Yes; Model #: ST50F-ESB; Item #: N82E16817256112; Return Policy: Standard Return Policy
Silverstone,SILVERSTONE ST40F-ESB 400W ATX12V 80 PLUS BRONZE Certified Active PFC Power Supply,400,,,80 PLUS BRONZE Certified...,1,,,,,1,,,,Fans: Single 120mm silent fan; +12V Rails: Single; Efficiency: 82%~85% at 20%~100% loading; Over Voltage Protection: Yes; Model #: ST40F-ESB; Item #: N82E16817256111; Return Policy: Standard Return Policy
Silverstone,Black SilverStone 450W SFX12V Computer Power Supply ST45SF 80 PLUS BRONZE,450,,,,,,,,,,,,,Model #: 72031; Item #: 9SIA30R1HC4148; Return Policy: View Return Policy
Solid Gear,Solid Gear SDGR-MPS3-300 Micro ATX PS3 300 Watt Power Supply,300,,Non-Modular,,1,,,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; SATA Power Connector: 3; Model #: SDGR-MPS3-300; Item #: 9SIA6PW2EV8825; Return Policy: View Return Policy
Solid Gear,SOLID GEAR SDGR-TFX200 SDGR-TFX200 200W TFX12V V2.31 Power Supply,200,,,,,,,,,,,,,Model #: SDGR-TFX200/SOL; Item #: 9SIA25V2EU4106; Return Policy: View Return Policy
Sparkle Power Inc.,SPARKLE Green R-SPI600GHN 600W ATX12V V2.2/ EPS12V V2.91 SLI Ready CrossFire Ready 80 PLUS Certified Active PFC Power Supply,600,,,80 PLUS Certified,4,1,1,,20+4,1,,,,Fans: 1 x 120mm fan; Main Connector: 20+4Pin; +12V Rails: 4; PCI-Express Connector: 1 x 6-Pin 1 x 6+2-Pin; Model #: R-SPI600GHN; Return Policy: View Return Policy
Sparkle Power Inc.,SPARKLE Green R-SPI600GHN 600W ATX12V V2.2/ EPS12V V2.91 SLI Ready CrossFire Ready 80 PLUS Certified Active PFC Power Supply,600,,,80 PLUS Certified,4,1,1,,20+4,1,,,,Fans: 1 x 120mm fan; Main Connector: 20+4Pin; +12V Rails: 4; PCI-Express Connector: 1 x 6-Pin 1 x 6+2-Pin; Model #: R-SPI600GHN; Return Policy: View Return Policy
Sparkle Power Inc.,SPARKLE R-FSP500-70ETN 500W ATX12V V2.3 / EPS12V V2.92 SLI Ready CrossFire Ready 80 PLUS PLATINUM Certified Active PFC Power Supply,500,,,80 PLUS PLATINUM Certifi...,3,2,,,24,,,,,Fans: 1; Main Connector: 24Pin; +12V Rails: 3; PCI-Express Connector: 2 x 6+2-Pin; Model #: R-FSP500-70ETN; Item #: N82E16817103084; Return Policy: Standard Return Policy
Sparkle Power Inc.,SPARKLE Magna GOLD PRO series R-FSP850-50TGM 850W ATX12V V2.3 & EPS12V V2.92 SLI Ready CrossFire Ready 80 PLUS GOLD Certified Modular Active PFC Power Supply MEET 2013ErP,850,,Modular,,1,8,,,24,,,,,Fans: 1; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: 8 x 6+2-Pin; Model #: R-FSP850-50TGM; Item #: N82E16817103087; Return Policy: View Return Policy
Sparkle Power Inc.,SPARKLE Magna GOLD PRO series R-FSP1000-50TGM 1000W ATX12V V2.3 & EPS12V V2.92 SLI Ready CrossFire Ready 80 PLUS GOLD Certified Modular Active PFC Power Supply MEET 2013ErP,1000,,Modular,,1,8,,,24,,,,,Fans: 1; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: 8 x 6+2-Pin; Model #: R-FSP1000-50TGM; Item #: N82E16817103088; Return Policy: Iron Egg Guarantee Return Policy
Sparkle Power Inc.,SPARKLE FSP350-60GNV 350W SFX12V Active PFC Power Supply - OEM,350,,,,2,0,0,0,20+4,,,,,Fans: Internal 12V DC fan included; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: No; Model #: FSP350-60GNV; Item #: N82E16817103025; Return Policy: Standard Return Policy
Sparkle Power Inc.,SPARKLE FSP350-60GNV 350W SFX12V Active PFC Power Supply - OEM,350,,,,2,0,0,0,20+4,,,,,Fans: Internal 12V DC fan included; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: No; Model #: FSP350-60GNV; Item #: N82E16817103025; Return Policy: Standard Return Policy
Sparkle Power Inc.,SPARKLE ATX-400PN-B204 400W ATX 12V 2.2 Power Supply,400,,,,2,,1,,20+4,1,,,,Fans: 1 x 120mm Fan; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 1 x 6-Pin; Model #: ATX-400PN-B204; Item #: 9SIA4S82BP9793; Return Policy: View Return Policy
Sparkle Power Inc.,SPARKLE FSP300-60GNV 300W SFX12V Active PFC Power Supply,300,,,,2,,,,,,,,,Fans: 1; +12V Rails: 2; Efficiency: 75%; Over Voltage Protection: Yes; Model #: FSP300-60GNV; Return Policy: View Return Policy
Sparkle Power Inc.,SPARKLE FSP300-60ATVS 300W ATX12V 300W PS2 ATX12V Low Noise P4 Ready & AMD Certified,300,,,,,,,,,,,,,Fans: 1; Input Voltage: 95 V AC to 132 V AC 190 V AC to 264 V AC; Input Frequency Range: 47 Hz to 63 Hz; Input Current: 10 A @110 V AC/5 A @220 V AC; Model #: FSP300-60ATVS; Item #: N82E16817103098; Return Policy: Standard Return Policy
Sparkle Power Inc.,SPARKLE FSP300-60ATVS 300W ATX12V 300W PS2 ATX12V Low Noise P4 Ready & AMD Certified,300,,,,,,,,,,,,,Fans: 1; Input Voltage: 95 V AC to 132 V AC 190 V AC to 264 V AC; Input Frequency Range: 47 Hz to 63 Hz; Input Current: 10 A @110 V AC/5 A @220 V AC; Model #: FSP300-60ATVS; Item #: N82E16817103098; Return Policy: Standard Return Policy
Sparkle Power Inc.,Sparkle Power SPI300EP-IGM-10PK 10PK 300W PSU Full Rage Input 80PLUS Active PFC,300,,,,,,,,,,,,,Features: 10PK 300W PSU Full Rage Input 80PLUS Active PFC; Model #: SPI300EP-IGM-10PK; Item #: N82E16817103099; Return Policy: Standard Return Policy
Sparkle Power Inc.,SPARKLE POWER R-FSP500-70ETN 500W ATX POWER SUPPLY EPS12V NK BALL FAN W/PFC 92+ PLATINUM,500,,,,,,,,,,,,,Model #: R-FSP500-70ETN/SPA; Item #: 9SIA25V2EU6463; Return Policy: View Return Policy
Sparkle Power Inc.,Sparkle Power SPI300U4BB-B204 300W Switching Power Supply,300,,,,,,,,,,,,,Features: 1U ATX 300W 80+ BROZE 85% MIN PWR LOAD FULL RANGE 90-264 VAC It is a 300W Switching Power Supply It is of durable quality It is highly efficient; Model #: SPI300U4BB-B204; Item #: N82E16817103108; Return Policy: Standard Return Policy
STARTECH,StarTech ATX2PW630WH 630W ATX12V / EPS12V Active PFC Power Supply,630,,,,4,,,1,20+4,,,,,Fans: 1; Main Connector: 1 x 20+4pin ATX Motherboard 1 x 4+4pin ATX12V Motherboard 1 x 4-pin ATX12V Motherboard; +12V Rails: 4; PCI-Express Connector: 1 x 8-Pin; Model #: ATX2PW630WH; Item #: N82E16817707349; Return Policy: Standard Return Policy
STARTECH,StarTech ATX2PW500WH 500W ATX12V / EPS12V Active PFC Power Supply,500,,,,4,,,,20+4,,,,,Fans: 1; Main Connector: 1 x 20+4pin ATX Motherboard 1 x 4+4pin ATX12V Motherboard 1 x 4-pin ATX12V Motherboard; +12V Rails: 4; Input Current: 60 A @ 110V 120 A @ 220V; Model #: ATX2PW500WH; Item #: N82E16817707346; Return Policy: Standard Return Policy
STARTECH,StarTech ATX2PW430WH 430W ATX12V / EPS12V Active PFC Power Supply,430,,,,4,,,1,20+4,,,,,Fans: 1; Main Connector: 1 x 20+4pin ATX Motherboard 1 x 4+4pin ATX12V Motherboard 1 x 4-pin ATX12V Motherboard; +12V Rails: 4; PCI-Express Connector: 1 x 8-Pin; Model #: ATX2PW430WH; Item #: N82E16817707343; Return Policy: Standard Return Policy
STARTECH,StarTech ATX2PW630WH 630W ATX12V / EPS12V Active PFC Power Supply,630,,,,4,,,1,20+4,,,,,Fans: 1; Main Connector: 1 x 20+4pin ATX Motherboard 1 x 4+4pin ATX12V Motherboard 1 x 4-pin ATX12V Motherboard; +12V Rails: 4; PCI-Express Connector: 1 x 8-Pin; Model #: ATX2PW630WH; Item #: N82E16817707349; Return Policy: Standard Return Policy
STARTECH,StarTech PS2POWER230 230W AT    AT Replacement Power Supply,230,,,,1,0,0,0,,,,,,Fans: 1; +12V Rails: Single; PCI-Express Connector: No; SATA Power Connector: No; Model #: PS2POWER230; Return Policy: View Return Policy
STARTECH,StarTech ATX2POW400HS 400W ATX12V 2.01 Power Supply,400,,,,,,1,,20+4,1,,,,Fans: 1 x 12cm Fan; Main Connector: 20+4Pin; +12V Rails: Yes; PCI-Express Connector: 1 x 6-Pin; Model #: ATX2POW400HS; Item #: N82E16817707081; Return Policy: Limited Replacement Only Return Policy
STARTECH,StarTech ATXPOWER250 250W ATX Power Supply,250,,,,1,0,0,0,,,,,,Fans: 1; Main Connector: 20Pin; +12V Rails: Single; PCI-Express Connector: No; Model #: ATXPOWER250; Item #: N82E16817707003; Return Policy: View Return Policy
STARTECH,400w Silent Power Supply,400,,,,,,,,,,,,,Model #: ATX2POW400HS; Return Policy: View Return Policy
STARTECH,StarTech ATXPW400DELL 400W ATX12V Ver. 2.01    Dell Replacement Power Supply,400,,,,2,,1,,20+4,,,1,,Fans: 1 x 80mm Sleeve Bearing fan; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 1 x 6-Pin; Model #: ATXPW400DELL; Item #: N82E16817707049; Return Policy: Standard Return Policy
STARTECH,StarTech H27738g StarTech.com 400 Watt ATX12V 2.01 Computer PC Power Supply with 20 & 24 Pin Connector ATX 400 ATX2POWER400,400,,,,,,,,,,,,,Model #: H27738g; Return Policy: View Return Policy
STARTECH,StarTech ATXPOWER300S StarTech.com 300 Watt ATX Replacement Computer PC Power Supply ATX 300 ATXPOWER300,300,,,,,,,,,,,,,Model #: ATXPOWER300S; Return Policy: View Return Policy
STARTECH,StarTech 64371G 230 Watt PS2 Replacement Computer PC Power Supply,230,,,,,,,,,,,,,Model #: 64371G; Return Policy: View Return Policy
SuperMicro,Supermicro PWS-3K01-BR Redundant Power Module,,,,,,,,,,,,,,Model #: PWS-3K01-BR; Item #: 9SIA7092CR7740; Return Policy: View Return Policy
SuperMicro,Supermicro PWS-503P-1R 500W Power Supply 80 Plus Platinum,500,,,,,,,,,,,,,Model #: PWS-503P-1R; Item #: 9SIA5EM2P46551; Return Policy: View Return Policy
SuperMicro,SuperMicro PWS-441P-1H,,,,,,,,,,,,,,Model #: 672042101047; Return Policy: View Return Policy
SuperMicro,Supermicro Sp-700-1R Ac Power Supply,700,,,,,,,,,,,,,Model #: PWS-0065; Item #: 9SIA5EM2P52350; Return Policy: View Return Policy
Thermaltake,Thermaltake TR2 TR-500 500W ATX12V v2.3 SLI Ready CrossFire Ready Power Supply,500,,,80 PLUS BRONZE Certified...,2,1,1,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 1 x 6-Pin 1 x 6+2-Pin; Model #: TR-500; Item #: N82E16817153165; Return Policy: Standard Return Policy
Thermaltake,Thermaltake Toughpower DPS G 550W Digital TPG-0550DPCGUS-G ATX 12V V2.31 & SSI EPS 12V 2.92 Standard 80 plus GOLD certified Full Modular Cables Active PFC Power Supply Intel Haswell Ready,550,,Full Modular,,,2,,,,,,,1,Fans: 14cm dual ball bearing Fan: 1500R.P.M. å± 10%; PCI-Express Connector: 2 x 6+2-Pin; Power Good Signal: 100-500ms; Hold-up Time: > 16ms at 70% load; Model #: PS-TPG-0550DPCGUS-G; Item #: N82E16817153210; Return Policy: Standard Return Policy
Thermaltake,Thermaltake Toughpower DPS G 650W Digital TPG-0650DPCGUS-G ATX 12V V2.31 & SSI EPS 12V 2.92 Standard 80 plus GOLD certified Full Modular Cables Active PFC Power Supply Intel Haswell Ready,650,,Full Modular,,,4,,,,,,,1,Fans: 14cm dual ball bearing Fan: 1500R.P.M. å± 10%; PCI-Express Connector: 4 x 6+2-Pin; Power Good Signal: 100-500ms; Hold-up Time: > 16ms at 70% load; Model #: PS-TPG-0650DPCGUS-G; Item #: N82E16817153211; Return Policy: Standard Return Policy
Thermaltake,Thermaltake Toughpower  TPD-0750M - SLI/ CrossFire Ready 80 PLUS Gold Certification and Semi Modular Cables  Black Active PFC Power Supply Intel Haswell Ready (PS-TPD-0750MPCGUS-1),750,,Modular,,1,4,,,24,,,,1,Fans: 140mm Fan: 2400 R.P.M. +/- 10%; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: PCI-E 6+2pin x 4; Model #: PS-TPD-0750MPCGUS-1; Item #: N82E16817153198; Return Policy: Standard Return Policy
Thermaltake,Thermaltake Toughpower TPD-0650M - SLI/ CrossFire Ready 80 PLUS Gold Certification and Semi Modular Cables  Black Active PFC Power Supply Intel Haswell Ready (PS-TPD-0650MPCGUS-1),650,,Modular,,1,4,,,24,1,,,,Fans: 120mm Fan: 2400 R.P.M. +/- 10%; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: PCI-E 6+2pin x 4; Model #: PS-TPD-0650MPCGUS-1; Item #: N82E16817153199; Return Policy: Standard Return Policy
Thermaltake,Thermaltake Toughpower PS-TPD-1500MPCGUS-1 1500W ATX12V / EPS12V SLI Ready CrossFire Ready 80 PLUS GOLD Certified Modular Active PFC Power Supply,1500,,Modular,,,10,,,,,,,,Fans: 135mm double ball-bearing fan 1700å±10%R.P.M.; PCI-Express Connector: 10 x 6+2-Pin; Power Good Signal: 100-500ms; Hold-up Time: 17msec (minimum) @ 75% of maximum load at 100V - 240V AC input.; Model #: PS-TPD-1500MPCGUS-1; Item #: N82E16817153218; Return Policy: View Return Policy
Thermaltake,Thermaltake Toughpower TPD-0550M - SLI/ CrossFire Ready 80 PLUS Gold Certification and Semi Modular Cables  Black Active PFC Power Supply Intel Haswell Ready (PS-TPD-0550MPCGUS-1),550,,Modular,,1,4,,,24,,,,1,Fans: 140mm Fan: 2400 R.P.M. +/- 10%; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: PCI-E 6+2pin x 4; Model #: PS-TPD-0550MPCGUS-1; Item #: N82E16817153200; Return Policy: Standard Return Policy
Thermaltake,Thermaltake Toughpower Grand TPG-1200M 1200W ATX 12V v2.3 & EPS 12V v2.92 SLI Certified CrossFire Certified 80 PLUS GOLD Certified Modular Active PFC Power Supply,1200,,Modular,,2,8,,,24,,,,1,Fans: 1 x 140mm Dual Ball Bearing Fan 1900RPM +/- 10% 99.6 CFM; Main Connector: 24Pin; +12V Rails: 2; PCI-Express Connector: 8 x 6+2-Pin; Model #: TPG-1200M; Item #: N82E16817153145; Return Policy: Standard Return Policy
Thermaltake,Thermaltake TR2 Series PS-TR2-0600NPCBUS-B 600W ATX12V / EPS12V 80 PLUS BRONZE Certified Hardlined Active PFC Power Supply,600,,,,1,2,,,20+4,1,,,,Fans: 120mm Fan: 1500 R.P.M. å± 10%; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; Model #: PS-TR2-0600NPCBUS-B; Item #: N82E16817153217; Return Policy: Standard Return Policy
Thermaltake,Thermaltake SMART M Series SP-850M 850W ATX12V / EPS12V SLI Certified CrossFire Certified 80 PLUS BRONZE Certified Modular Active PFC Power Supply,850,,Modular,,,4,,,24,,,,1,Fans: 140mm Fan: 2300 R.P.M. å± 10%; Main Connector: 24Pin; +12V Rails: Yes; PCI-Express Connector: 4 x 6+2-Pin; Model #: SP-850M; Item #: N82E16817153158; Return Policy: Standard Return Policy
Thermaltake,Thermaltake SP-1200M 1200W ATX 12V 2.3 & EPS 12V 2.92 SLI Ready CrossFire Ready 80 PLUS BRONZE Certified Full Modular Active PFC Power Supply,1200,,Full Modular,,2,6,,,20+4,,,,,Fans: 1 x 135mm Fan; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 6 x 6+2-Pin; Model #: SP-1200M; Item #: N82E16817153162; Return Policy: View Return Policy
Thermaltake,Thermaltake SP-1000M 1000W ATX 12V 2.3 & EPS 12V 2.92 SLI Ready CrossFire Ready 80 PLUS BRONZE Certified Full Modular Active PFC Power Supply,1000,,Full Modular,,2,6,,,20+4,,,,,Fans: 1 x 135mm Fan; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 6 x 6+2-Pin; Model #: SP-1000M; Item #: N82E16817153161; Return Policy: View Return Policy
Thermaltake,Thermaltake SP-1200M 1200W ATX 12V 2.3 & EPS 12V 2.92 SLI Ready CrossFire Ready 80 PLUS BRONZE Certified Full Modular Active PFC Power Supply,1200,,Full Modular,,2,6,,,20+4,,,,,Fans: 1 x 135mm Fan; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 6 x 6+2-Pin; Model #: SP-1200M; Item #: N82E16817153162; Return Policy: View Return Policy
Thermaltake,Thermaltake TR2 W0070 430W ATX12V v2.3 Power Supply,430,,,,2,,1,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 1 x 6-Pin; Model #: W0070; Item #: N82E16817153023; Return Policy: Standard Return Policy
Thermaltake,Thermaltake TR2 TR-700 700W ATX 12V V2.3 & EPS 12V SLI Ready CrossFire Ready 80 PLUS BRONZE Certified Active PFC Power Supply,700,,,,1,4,,,24,,,,,Fans: 1; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: TR-700; Item #: N82E16817153167; Return Policy: Standard Return Policy
Thermaltake,Thermaltake TR2 TR-600 600W ATX12V v2.3 SLI Ready CrossFire Ready Power Supply,600,,,,2,1,1,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 1 x 6-Pin 1 x 6+2-Pin; Model #: TR-600; Item #: N82E16817153166; Return Policy: Standard Return Policy
Thermaltake,Thermaltake PS-TPD-0850MPCGUS-1 850W ATX12V / EPS12V 80 PLUS GOLD Certified Active PFC Power Supply,850,,,80 PLUS GOLD Certified,,6,,,,,,,,Fans: 135mm double ball-bearing fan 1500å±10%R.P.M.; PCI-Express Connector: 6 x 6+2-Pin; Power Good Signal: 100-500ms; Hold-up Time: 16msec (minimum) @ 75% of full load at 115V / 230V input.; Model #: PS-TPD-0850MPCGUS-1; Item #: N82E16817153205; Return Policy: Standard Return Policy
Thermaltake,Thermaltake PS-TPD-1200MPCGUS-1 1200W ATX12V / EPS12V 80 PLUS GOLD Certified Active PFC Power Supply,1200,,,80 PLUS GOLD Certified,,8,,,,,,,,Fans: 135mm double ball-bearing fan 1500å±10%R.P.M.; PCI-Express Connector: 8 x 6+2-Pin; Power Good Signal: 100-500ms; Hold-up Time: 16msec (minimum) @ 75% of full load at 115V / 230V input.; Model #: PS-TPD-1200MPCGUS-1; Item #: N82E16817153207; Return Policy: View Return Policy
Thermaltake,Thermaltake PS-TR2-0600NPCGUS-G 600W ATX12V / EPS12V SLI CrossFire Ready 80 PLUS GOLD Certified Active PFC Power Supply,600,,,80 PLUS GOLD Certified,,2,,,,1,,,,Fans: 120mm Fan: 1500 R.P.M. å± 10%; PCI-Express Connector: 2 x 6+2-Pin; Power Good Signal: 100-500ms; Hold-up Time: 16ms min.@115V/60Hz; 10ms min.@230V/50Hz; Model #: PS-TR2-0600NPCGUS-G; Item #: 9SIA4S82PB7108; Return Policy: View Return Policy
Thermaltake,Thermaltake Toughpower Grand TPG-1050M 1050W ATX 12V v2.3 & SSI EPS 12V v2.92 SLI Certified CrossFire Certified 80 PLUS GOLD Certified Active PFC Power Supply,1050,,,80 PLUS GOLD Certified,2,8,,,24,,,,1,Fans: 1 x 140mm Dual Ball Bearing Fan 1900RPM å± 10% 99.6 CFM; Main Connector: 24Pin; +12V Rails: 2; PCI-Express Connector: 8 x 6+2-Pin; Model #: TPG-1050M; Item #: N82E16817153144; Return Policy: View Return Policy
Thermaltake,Thermaltake PS-TPG-1050DPCGUS-1 1050W Intel ATX 12V 2.31 & SSI EPS 12V 2.92 80 PLUS GOLD Certified Active PFC Power Supply,1050,,,80 PLUS GOLD Certified,,6,,,,,,,,Fans: 1; PCI-Express Connector: 6 x 6+2-Pin; Power Good Signal: 100-500ms; Hold-up Time: > 16ms at 75% load; Model #: PS-TPG-1050DPCGUS-1; Item #: N82E16817153204; Return Policy: Standard Return Policy
Thermaltake,Thermaltake SMART Series SP-650PCBUS 650W ATX 12V 2.3 SLI Ready CrossFire Ready 80 PLUS BRONZE Certified Active PFC Power Supply,650,,,80 PLUS BRONZE Certified...,1,,,,24,,,,,Fans: 1; Main Connector: 24Pin; +12V Rails: Single; Over Voltage Protection: Yes; Model #: SP-650PCBUS; Item #: N82E16817153173; Return Policy: View Return Policy
Thermaltake,Thermaltake SMART Series SP-750PCBUS 750W ATX 12V 2.3 80 PLUS BRONZE Certified Active PFC Power Supply,750,,,80 PLUS BRONZE Certified...,1,4,,,24,,,,,Fans: 1; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: SP-750PCBUS; Item #: N82E16817153174; Return Policy: Standard Return Policy
Thermaltake,Thermaltake Tr2 W0070Ru-04 430W Atx12V 2.3 Power Supply (Black),430,,,,,,,,,,,,,Model #: W0070RU-04; Item #: 9SIA4CP1ER0777; Return Policy: View Return Policy
TOPOWER,TOPOWER Nano Series TOP-500PM 500W ATX12V v2.3 Power Supply,500,,,,2,,2,,20+4,1,,,,Fans: 1 x 120mm long life Nano bearing fan; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 2 x 6-Pin; Model #: TOP-500PM; Return Policy: View Return Policy
TOPOWER,TOPOWER ZU-400W 400W ATX12V V2.0 Power Supply,400,,,,1,0,0,0,20+4,,,,,Fans: 2; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: No; Model #: ZU-400W; Return Policy: View Return Policy
VisionTek,VisionTek 900349 800W ATX12V SLI Ready CrossFire Ready 80 PLUS BRONZE Certified Power Supply,800,,,80 PLUS BRONZE Certified...,2,2,2,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 2 x 6-Pin 2 x 6+2-Pin; Model #: 900349; Item #: N82E16817206012; Return Policy: Standard Return Policy
VisionTek,VisionTek 900349 800W ATX12V SLI Ready CrossFire Ready 80 PLUS BRONZE Certified Power Supply,800,,,80 PLUS BRONZE Certified...,2,2,2,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 2 x 6-Pin 2 x 6+2-Pin; Model #: 900349; Item #: N82E16817206012; Return Policy: Standard Return Policy
VisionTek,Visiontek 900346 500w power supply,500,,,,2,,2,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 2 x 6-Pin; Model #: 900346; Item #: 17C-0006-00002
XFX,XFX Core Edition PRO850W (P1-850S-NLB9) 850W ATX12V / EPS12V SLI Certified CrossFire Ready 80 PLUS BRONZE Certified Active PFC Power Supply,850,,,80 PLUS BRONZE Certified...,1,2,2,,20+4,,,,,Fans: 1 x 135mm ball bearing fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6-Pin 2 x 6+2-Pin; Model #: PRO850W (P1-850S-NLB9); Item #: N82E16817207011; Return Policy: Standard Return Policy
XFX,XFX PRO750W XXX Edition Semi-Modular 80Plus Silver 750 Watt Power Supply,750,,,,1,4,,,20+4,,,,,Fans: 1 x 135mm Ball Bearing Fan (Black); Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: P1-750B-NLG9; Item #: 9SIA25V2MR1251; Return Policy: View Return Policy
