Intel,Core i3-3220,Ivy Bridge ,1155,22,3.3,2,55,HD Graphics 2500,9/1/12,CM8063701137502,117
Intel,Core i3-3225,Ivy Bridge ,1155,22,3.3,2,55,HD Graphics 4000,9/1/12,CM8063701133903,134
Intel,Core i3-3240,Ivy Bridge ,1155,22,3.4,2,55,HD Graphics 2500,9/1/12,CM8063701137900,138
Intel,Core i3-3220T,Ivy Bridge ,1155,22,2.8,2,35,HD Graphics 2500,9/1/12,CM8063701099500,117
Intel,Core i3-3240T,Ivy Bridge ,1155,22,2.9,2,35,HD Graphics 2500,9/1/12,CM8063701194400,138
Intel,Core i7-4820K,Ivy Bridge-E,2011,22,3.7,4,130,,9/1/13,CM8063301292805,310
Intel,Core i7-4930K,Ivy Bridge-E,2011,22,3.4,6,130,,9/1/13,CM8063301292702,555
Intel,Core i7-4960X,Ivy Bridge-E,2011,22,3.6,6,130,,9/1/13,CM8063301292500,990
Intel,Core i7-4771,Haswell,1150,22,3.5,4,84,HD Graphics 4600,9/1/13,CM8064601464302,320
Intel,Core i5-3340,Ivy Bridge ,1155,22,3.1,4,77,HD Graphics 2500,9/1/13,CM8063701399700,182
Intel,Core i5-3340S,Ivy Bridge ,1155,22,2.8,4,65,HD Graphics 2500,9/1/13,CM8063701387400,182
Intel,Core i5-4440,Haswell,1150,22,3.1,4,84,HD Graphics 4600,9/1/13,CM8064601464800,182
Intel,Core i5-4440S,Haswell,1150,22,2.8,4,65,HD Graphics 4600,9/1/13,CM8064601465804,182
Intel,Core i3-4130,Haswell,1150,22,3.4,2,54,HD Graphics 4400,9/1/13,CM8064601483615,122
Intel,Core i3-4330,Haswell,1150,22,3.5,2,54,HD Graphics 4600,9/1/13,CM8064601482423,138
Intel,Core i3-4340,Haswell,1150,22,3.6,2,54,HD Graphics 4600,9/1/13,CM8064601482422,149
Intel,Core i3-4130T,Haswell,1150,22,2.9,2,35,HD Graphics 4400,9/1/13,CM8064601483515,122
Intel,Core i3-4330T,Haswell,1150,22,3,2,35,HD Graphics 4600,9/1/13,CM8064601481930,138
Intel,Core i3-4330TE,Haswell,1150,22,2.4,2,35,HD Graphics 4600,9/1/13,CM8064601484402,122
Intel,Core i7-860,Lynnfield,1156,45,2.8,4,95,,9/1/09,BV80605001908AK,284
Intel,Core i7-870,Lynnfield,1156,45,2.93,4,95,,9/1/09,BV80605001905AI,562
